在广州华南师范大学附属华科教育读书，交了一年的学费读了一学期，能退另外一学期的学费么？跪求各路大神～？, 应该是不行，这些教育机构摆明就是赚你钱，听说要前两个星期退才能退，对华科真是一生黑，那里的老师太恶心了，我都没去读，只是交了定金他的态度立马就一百八十度大转变，好恶心 
考研想考行政管理，华南理工，华南师范，暨南大学，深圳大学，该选哪一个。？,……我也想知道，我考会计学硕
华南师范大学学科教学地理290可以调剂什么学校呢？,港真，今天国家线320，b区也要310分哒……所以290的话基本上没办法调剂，而且教育硕士能调剂的大学四年并不多……至少过了国家线再想调剂的事情吧
请问华南师范大学大学城校区有什么好的外卖推荐吗？,  http://  mp.weixin.qq.com/s/Z4Q6  8MNH4ojKxX3zr7rOdQ      
华南师范大学和深圳大学，一个211，一个坐标深圳，给点建议？,非常差啊~ 学校背景不好什么都不是的破二本还是三本?还有成人大学夜校要多水有多水。 再说社会上吧 来深大招聘会都是过场，人家企业傻啊，不招好学生  然后学生大多数是深圳本地人~住在宿舍的感受会非常差，对于本地人比较友好地域狗啊  老师，很水 毕业，很水  但是碰到收钱就争分夺秒 学生没啥福利  学校管学生的都是和舍友关系怎样有没有抑郁会不会跳楼  这样就可以撇清自己  其次有人说这学校有钱天天叫嚣自己有空调，人家好学校宿舍条件比你好一千倍，都有空调，根本不用用这种无聊的内涵来包装自己  学校的公众号各种，三观极不正，也从侧面反应，这个学校的浮躁还有没内涵，天天只会说一些好学校不屑说的东西来标榜自己，骗小孩吧  然后那些高级论文~谁都知道是用钱砸出来的  学校的公务人员全面贯彻落实一个准则，我不为学生服务，我就是干上级的活 ，我也不在乎其他的我就是在乎我每天过的好不好，学生真是麻烦，一个事简单的事只会推一个一个部门，一个教室借用可以来回跑70次，一个办公室说找另一个再找个找去  并且那个脸和欠了他一亿一样  再说学校环境 楼啊，是能建多难考看像坟冢一样，然后能浪费多大地方就浪费多大地方，从来不考虑学生的便利  再说吃 学校吃饭蟑螂蜈蚣蛾子虫子蛆都是很正常的，大妈的服务态度~可以和坐办公室的人相媲美 吃饭和要饭一样，然后盘子落盘子，脏啊，饭难吃就不说了，中国最难吃??然后永远就那几个菜，对于食堂的吐槽就是脏乱差…我感觉相比学校其他方向还是很好的了  还有就是… 感觉这种天天叫嚣自己为了学生服务 其实都不知道谁在管然后内部组织混乱的学校真的…… 你们上吧创建于 2017-09-05作者保留权利
华南师范大学跨专业（学科教育语文）考研？,我也想知道这个问题
想报华南师范大学的远程教育高起专科，错过了今年4月的报名时间，今年还能再报名吗？,   18年网络教育不再有专科，建议今年秋季尽快报专科  
如何看待华南师范大学的歌手队专场上演唱张惠妹的「彩虹」而后被校方冷处理？, 利益相关:华师07年毕业生。  我觉得学校这样做有其合理之处  师范类院校要培养中小学教师，所以意识形态上的政治正确对于师范院校来说非常重要，当下国家对于LGBT的政治正确就是官方渠道不提倡，不宣传。校方并没有因为你唱这首歌而叫停你的这次活动，但是如果让媒体到处传播这个事情就会让社会觉得你这个师范院校不正之风盛行，这样学校在社会上的形象就会受到损害，也无法对社会对政府交待。  我建议校内LGBT相关的朋友还是采取“闷声发大财”的态度为好，能在活动中发声就不要再想太多啦，过于强烈地去抗议反而搞得以后活动也不让你搞了。 
华南师范大学教育经济与管理专业考研专业课要如何准备啊？急求专业课资料，讲义，真题和参考答案！！！,在淘宝发现了一家卖专业课考研资料的店子，叫做华南考研中心，看着资料挺多挺齐全的，评价也还好。有木有购买过的小伙伴，在线等更详细的回答和经验。
谁能告诉我华南师范大学的心理统计研究生怎么样？,个人不建议去读心理统计的研究生。。。  甚至不理解为什么会有这种专业。。。
“华师”是一些师范大学的简称。我国有四所“华师”，除了华东师大，华中师大，华南师大外，还有哪个华师？,我来普及一下，华X师范大学，中的X有，华东，华中，华南三个学校。但是其简称不同：华师大=华东师大，华师=华南师大，华大=华中师大 。   1.在上海，只要说华东师范大学，大家都会说，华师大，学生自己也是称自己华师大的学生，而很少说自己是华师的学生，基本没人说自己是华大的学生。 2.在广州，华南师范大学有专门地铁站“华师站”，公交站牌也简称华师。华南师大学生都会说自己是华师的学生，而不会说华师大，更不会自己是华大的学生。 3.在武汉，大家可以直接看他们的校徽，就可以知道华中师范大学的简称了。  这多是一种约定俗成吧……
华南师范大学军训要一个月吗？军训是在外面还是在校内啊？现在军训还要求剪头发吗？,我是在是在想、说的是不是在裤子里、有时候在内裤和裤腰间看见我的头发
我是华南师范大学的一名大三学生，工商管理专业人力资源管理方向，想申请香港前三的会计或者人力，希望大吗？, 建议你把香港理工和城市考虑进去，申请HR或者Accounting还是有一定的跨度~如果Accounting，建议你考下GMAT。相关的实习实践最好也有比较对口的~本身香港开设HR专业特别少，前三的商科竞争又特别激烈~  以上，希望对你的申请有所帮助~ 
华南师范大学石牌校区宿舍怎么样？, 比以前好多了，至少现在都装空调了。 
